label,text
From: Tammy Baldwin (Senator from Wisconsin),Recording a message to our troops overseas wishing them a #HappyHolidays. Thank you so much for your service. http://t.co/1g0ysJcDBQ
From: Peter Roskam (Representative from Illinois),100+ employers will be at my upcoming Sixth District Job Fair on July 21 at Harper College. RSVP here: http://t.co/4kaduwmoHS
From: Lynn Westmoreland (Representative from Georgia),TUNE IN: I'm speaking NOW on the floor. http://t.co/dPimjI88
From: Mike Pompeo (Representative from Kansas),All sides are pushing for Obama to make a decision on the Keystone XL pipeline. http://t.co/hpFO19N8t2
From: Grace Meng (Representative from New York),Thanks to all who came out to the #AAPI Heritage Month Celebration I hosted w/@CMKoslowitz tonight in #RegoPark. http://t.co/xB6XOuWCCE
From: Brian Schatz (Senator from Hawaii),"""Let me be clear, federal workers did not cause this shutdown and should not lose pay because of it."" -@brianschatz"
From: Ami Bera (Representative from California),NEW: Congress At Your Corner this Saturday at Franklin Library. Hope to see you! Details: http://t.co/mjqILqvUC1 http://t.co/nJc51s3X6G
From: Barbara Boxer (Senator from California),We‰Ûªre still recovering from the greatest recession since the Great Depression. We must #RenewUI. http://t.co/wp2P0CXL9s
From: Justin Amash (Representative from Michigan),RT @KevinBuist: Politics in 2013: @repjustinamash debates someone named @Deathsquadgr420 on twitter.
From: Marsha Blackburn (Representative from Tennessee),"Grateful for a few minutes with the Nashville Economic Club chatting about debt, Obamacare, and fiscal issues. http://t.co/JA4fX2L37s"
From: Rick Crawford (Representative from Arkansas),"@realcmnicholson, Will do!  Thank you for your hard work. Your hard work feeds the world and without you, people would go hungry."
From: Chaka Fattah (Representative from Pennsylvania),Rewind 1999-The early days of Gear Up Program becoming law @edpartnerships Capitol Hill's odd couple http://t.co/v0VMnMnuqO via @Salon
From: Michele Bachmann (Representative from Minnesota),"Thrilled to be at groundbreaking for I-94 expansion, which will increase mobility, safety, and jobs in Minnesota. http://t.co/rcyyYG6LEb"
From: Claire McCaskill (Senator from Missouri),Wishing #MO native and @NASA Astronaut @AstroIllini the best of luck on his mission. https://t.co/OmfbJLL5SF
From: Tammy Baldwin (Senator from Wisconsin),"A delicious  #MadeInWi story  - ""Wyttenbachs take meat from family farm to family table"" http://t.co/kkKGmSArQa"
From: Mike Thompson (Representative from California),I had a great time visiting Napa Valley Language Academy earlier this week! http://t.co/ZTLmWRZDPg
From: Eric Swalwell (Representative from California),Our #CongressOnYourCorner coupons tell you how we can help! At @cityofhayward today talking to those we serve. http://t.co/v5lMJO2zOL
From: Cathy McMorris Rodgers (Representative from Washington),"So proud to honor @DocHastings, my dear friend &amp; colleague for his tireless commitment to the people of Central WA.  http://t.co/o1qBW4K6i5"
From: Ron Barber (Representative from Arizona),"This week, my #Facebook page got its 9,000th ""like"". Have you liked me on Facebook yet? https://t.co/hYy6Tuk7nZ"
From: John Delaney (Representative from Maryland),Had a wonderful meeting with @SenatorCardin this afternoon.
From: Jim Langevin (Representative from Rhode Island),"Thanks for organizing this diaper drive, @Steph_DeSilva! I would love to participate and support the @RIFoodBank"
From: Mark Pryor (Senator from Arkansas),@kacoppola Good to see you.
From: John Conyers Jr. (Representative from Michigan),Happy #Juneteenth! I'm celebrating by attending the dedication of the Frederick Douglass statue in the U.S. Capitol. http://t.co/ELMkjZMmCj
From: Cheri Bustos (Representative from Illinois),Excited to welcome @SecretaryFoxx to #IL17 today to talk about replacing the I-74 Bridge &amp; the need to invest in infrastructure
From: Ted Cruz (Senator from Texas),Humbled to lay wreath at CenTex State Veterans Cemetery to honor Fort Hood men &amp; women killed in Iraq &amp; Afghanistan http://t.co/wJAc8EsT4P
From: Diana DeGette (Representative from Colorado),Tonite will be great moment in CO history! Thrilled to play role in bringing families together on this historic occasion. #civilunions
From: John Garamendi (Representative from California),"RT @sahilkapur: Medicare trust fund now projected to exhaust assets in 2026, two years later than last year's mark http://t.co/U2sP9mfOc6"
From: Andy Barr (Representative from Kentucky),I encourage my friends in the 6th District to head down KY State BBQ Festival in Danville benefitting the United Way http://t.co/XjjMvJsKFR
From: Patrick Murphy (Representative from Florida),Joined @MartinCountygov to again discuss &amp; view firsthand the damage to our river. http://t.co/qw3sha3H8J
From: Steve Womack (Representative from Arkansas),Shared your stories about the realities of #Obamacare in #AR3 on the House Floor today. Here's the video: http://t.co/sOFpWhIDC9
From: Lynn Jenkins (Representative from Kansas),Never forget. Thanks to those who go into harm's way to protect the greatest country in the world. God bless America! http://t.co/07JFyn7Fuu
From: John Boehner (Representative from Ohio),Nebraska‰Ûªs approval of new #KXL route means it‰Ûªs decision time for POTUS http://t.co/S4D9AsrP He should find a way to say yes #4jobs
From: Darrell Issa (Representative from California),@nikkibama hate is a strong word but thanks for at least liking #FridayKitty
From: Ann Wagner (Representative from Missouri),RT: @PeterRoskam There are about 37 million student loan borrows that are past due on their loan payments #DontDoubleMyRate
From: Gwen Moore (Representative from Wisconsin),My colleagues &amp; I sent a strong message that people accessing our courthouses should be safe from intimidation &amp; fear http://t.co/UJsETAttgc
From: Mark Udall (Senator from Colorado),#FF to my colleagues joining me to push for #NSA reform: @RonWyden @SenatorLeahy @SenRandPaul @SenBlumenthal @MartinHeinrich #EndThisDragnet
From: Rand Paul (Senator from Kentucky),"""I dont care if it is a Dem. or Repub. President, this is about authority."" Watch my full interview w/ @seanhannity- http://t.co/6l09cGMw1R"
From: Susan Brooks (Representative from Indiana),"Video: Discussing the ""No Budget, No Pay Act"" at the Anderson Rotary Club. http://t.co/sZl2fNuHE8"
From: Richard Durbin (Senator from Illinois),Why focus on biomedical research? Here are three reasons
From: Darrell Issa (Representative from California),"The #DATAAct was signed into law yesterday, &amp; will transform gov transparency by shedding light on runaway spending: http://t.co/c7armaHUYY"
From: Benjamin Cardin (Senator from Maryland),"~270,000 #veterans are waiting for the #House to #RenewUI. They along w/ +2MIL Americans deserve for this to be brought up in the House."
From: Bill Huizenga (Representative from Michigan),"RT @mlivedetroit: GM Design Team Auto Show delivers a mix of modern, classic beauties http://t.co/gbrcrqAVZJ #dreamcruise"
From: Jon Runyan (Representative from New Jersey),Check out my op/ed in the @BurlcoTimes that addresses the huge challenges facing the @DeptVetAffairs http://t.co/MuCbf9oICb
From: Jerry McNerney (Representative from California),With Alex Greenwood from the City of #Brentwood at an International Trade Event this afternoon http://t.co/AGtn7uVfF0
From: Ileana Ros-Lehtinen (Representative from Florida),"Wrong! Didn't say this! @seungminkim: MT @andiezd: .@RosLehtinen: ""Cantor has lost.It pains me 2say this but immigration is officially dead"""
From: Chaka Fattah (Representative from Pennsylvania),New therapy slashes breast cancer rates 50%; results unveiled in San Antonio symposium http://t.co/3Xq97yjRYw via @houstonchron
From: Steve Scalise (Representative from Louisiana),Appreciate those who joined me for the town hall at Rocky and Carlo's this morning. #LA01 http://t.co/q9pDqhrpmk
From: Tim Griffin (Representative from Arkansas),#ar2 MT @SpeakerBoehner: There are important questions Pres. Obama must answer if considering intervention in #Syria http://t.co/5PsY5iLycX
From: Frederica Wilson (Representative from Florida),"""It can‰Ûªt happen soon enough."" - @TheEllenShow  #BringBackOurGirls #JoinRepWilson"
From: Martha Roby (Representative from Alabama),Congrats to Montgomery Academy on winning the 2A State Volleyball Championship! Providence put up a great fight.
From: John Thune (Senator from South Dakota),"""Obama‰Ûªs extreme use of executive discretion"" @georgefwill in @washingtonpost: http://t.co/lBn4bOrrxp"
From: Jim Renacci (Representative from Ohio),Interested in having a flag flown over the U.S. Capitol? One can be purchased through our office. Learn more here: http://t.co/fXK8TNwuEC
From: Sean Duffy (Representative from Wisconsin),Thx 4 your ??s! @federalreserve Chair #Yellen's inaugural @FinancialCmte appearance  #MyView #DayInTheLife http://t.co/M1YodJ4QVX
From: Bernard Sanders (Senator from Vermont),Yes. The system is rigged. http://t.co/EXglz57IDp
From: Grace Napolitano (Representative from California),Honored to receive World Boxing Council green belt &amp; join these mental health champions in the fight against stigma! http://t.co/YCimbHA0xC
From: Mark Udall (Senator from Colorado),"ICYMI: Earlier today, I spoke on the Senate floor about remediating the effects of our recent #COwildfires. VIDEO: http://t.co/rJDL4Ehm"
From: John Boehner (Representative from Ohio),.@meridianstar: http://t.co/gyjLbggc0t @GreggHarper discusses #KidsFirst Act to boost funding for pediatric medical research cc: @GOPleader
From: Kevin Brady (Representative from Texas),"He has refused to pass other Laws for the accommodation of large districts of people, unless those people would..."
From: Michael Fitzpatrick (Representative from Pennsylvania),@chrisbob Performs financial assmt of borrowers for loan approval and suitability to protect seniors from loans not fit for them (1/4)
From: Terri Sewell (Representative from Alabama),Check out our photos from this week's Congress in Your Community Town Hall Series!  http://t.co/h3vDevmshX
From: Michael Crapo (Senator from Idaho),"Great to have @JuddPDeere, Kyra, Kellie, Madeline and Taylor as part of my staff. #idpol http://t.co/UsrhVoHAeU"
From: Dana Rohrabacher (Representative from California),@spoonboy42 Not closing door on foreigners. I support robust skill based immigration. Let them become part of Am family before providing aid
From: Sean Duffy (Representative from Wisconsin),"@BillHemmer @lee_saywhat thanks for having me on, Bill. Talk soon"
From: Sheldon Whitehouse (Senator from Rhode Island),Getting ready to speak on the @EdShow about #Obamacare tonight. Tune in to MSNBC around 5:20pm ET.
From: Michael Crapo (Senator from Idaho),Read my latest op-ed on efforts to halt the IRS‰Ûªs efforts to stifle free speech here: http://t.co/m7DgwHRC7N #idpol
From: Michelle Lujan Grisham (Representative from New Mexico),Proud of the #SouthValley and #ValleDeOro Thanks to @SecretaryJewell @MartinHeinrich @SenatorTomUdall http://t.co/LBi3aqKmGE
From: Bruce Braley (Representative from Iowa),"On the way to Ramallah, West Bank. http://t.co/ASAWJ2gYnx"
From: Markwayne Mullin (Representative from Oklahoma),I was honored to be sworn in to the 113th Congress yesterday. I'm looking forward to serving the people of #OK2 http://t.co/hgHLWV9T
From: Tom Marino (Representative from Pennsylvania),This is what a really shameful #earmark looks like http://t.co/41YkxHSac7
From: Tim Griffin (Representative from Arkansas),Essay competition for #ar2 high school students: 1 winner will attend President's State of the Union address Jan 28: http://t.co/wKbi7grqcB
From: Amy Klobuchar (Senator from Minnesota),@chuckgrassley &amp; I introed bill 2 stop pay-for-delay deals betwn drug companies. It will get life-saving drugs to people quicker and save $.
From: Stephen Fincher (Representative from Tennessee),Lots of mail and flags going out to #TN08 constituents today. Want a flag flown over the uscapitol for‰Û_ http://t.co/HQS5XC49tS
From: Ed Perlmutter (Representative from Colorado),"Small, nonfarm businesses in 43 Colorado counties are eligible to apply for low-interest federal disaster loans... http://t.co/1wWJpJE6"
